<h2>Plants Toxic to Cats</h2>
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/copper-rose">,Copper Rose,Echeveria multicaulis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/copperleaf">,Copperleaf,Acalypha godseffiana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/coral-bells">,Coral Bells,Heuchera sanguinea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/coreopsis">,Coreopsis,Coreopsis spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/cornflower">,Cornflower,Centaurea cyanus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crape-myrtle">,Crape Myrtle,Lagerstroemia indica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-charlie">,Creeping Charlie,Pilea nummulariifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-gloxinia">,Creeping Gloxinia,Asarina erubescens
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-mahonia">,Creeping Mahonia,Mahonia aquifolium
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-pilea">,Creeping Pilea,Pilea nummulariifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-rubus">,Creeping Rubus,Rubus pedatus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-zinnia">,Creeping Zinnia,Sanvitalia spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crepe-myrtle">,Crepe Myrtle,Lagerstroemia indica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crimson-bottlebush">,Crimson Bottlebush,Callistemon species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crimson-cup">,Crimson Cup,Neoregalia spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crisped-feather-fern">,Crisped Feather Fern,Nephrolepis biserrata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/crossandra">,Crossandra,Crossandra species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/cucumber">,Cucumber,Cucumis sativus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/cushion-aloe">,Cushion Aloe,Aloe retusa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/cushion-moss">,Cushion Moss,Selaginella kraussiana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/cyrtudeira">,Cyrtudeira,Episcia reptans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dainty-rabbits-foot-fern">,Dainty Rabbits-Foot Fern,Davallia fejeensis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dallas-fern">,Dallas Fern,Nephrolepis biserrata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dancing-doll-orchid">,Dancing Doll Orchid,Oncidium flexuosum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/day-lilies-many-varieties">,Day Lilies (many varieties),Hemerocallis spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/desert-trumpet">,Desert Trumpet,Eriogonium inflatum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dichelostemma">,Dichelostemma,Dichelostemma species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dichorisandra-reginae">,Dichorisandra Reginae,Dichorisandra reginae
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dill">,Dill,Anethum graveolena
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dinteranthus">,Dinteranthus,Dinteranthus vanzylii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/duffii-fern">,Duffii Fern,Nephrolepsis cordifolia 'duffii'
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-date-palm">,Dwarf Date Palm,Phoenix acaulis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-feather-palm">,Dwarf Feather Palm,Nephrolepis exalta
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-palm">,Dwarf Palm,Chamaedorea elegans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-rose-stripe-star">,Dwarf Rose-Stripe Star,Cryptanthus bivattus minor
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-royal-palm">,Dwarf Royal Palm,Veitchia merillii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/dwarf-whitman-fern">,Dwarf Whitman Fern,Nephrolepsis cordifolia plumosa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/earth-star">,Earth Star,Cryptanthus bivattus minor
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/easter-cattleya">,Easter Cattleya,Cattleya mossiae
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/easter-daisy">,Easter Daisy,Townsendia sericea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/easter-lily">,Easter Lily,Lilium longiflorum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/easter-lily-cactus">,Easter Lily Cactus,Echinopsis multiplex
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/easter-orchid">,Easter Orchid,Cattleya mossiae
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/edible-banana">,Edible Banana,Musa acuminata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/emerald-ripple-peperomia">,Emerald Ripple Peperomia,Peperomia caperata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/english-hawthorn">,English Hawthorn,Crataegus laevigata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/episcia">,Episcia,Episcia dianthiflora
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fairy-fountain">,Fairy Fountain,Celosia cristata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/false-aralia">,False Aralia,Dizygotheca elegantissima
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fan-tufted-palm">,Fan Tufted Palm,Rhapis flabelliformis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/feather-palm">,Feather Palm,Nephrolepis exaltata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fennel">,Fennel,Foeniculum vulgare
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fiery-reed-orchid">,Fiery Reed Orchid,Epidendrum ibaguense
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fig-leaf-gourd">,Fig Leaf Gourd,Cucurbita ficifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/figleaf-palm">,Figleaf Palm,Fatsia japonica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fingernail-plant">,Fingernail Plant,Neoregelia spectabilis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fire-weed">,Fire Weed,Epilobium angustifolium
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fish-tail-fern">,Fish Tail Fern,Cyrtomium falcatum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/flame-african-violet">,Flame African Violet,Episcia reptans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/flame-woods">,Flame of the Woods,Ixora coccinea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/florida-butterfly-orchid">,Florida Butterfly Orchid,Epidendrum tampense
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/florida-butterfly-orchid-0">,Florida Butterfly Orchid,Encyclia tampensis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fluffy-ruffles">,Fluffy Ruffles,Nephrolepsis exalta
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/forster-sentry-palm">,Forster Sentry Palm,Howea forsteriana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/fortunes-palm">,Fortunes Palm,Trachycarpus fortunei
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/freckle-face">,Freckle Face,Hypoestes phyllostachya
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/friendship-plant">,Friendship Plant,Pilea involucrata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/garden-marigold">,Garden Marigold,Calendula officinalis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/garden-snapdragon">,Garden Snapdragon,Antirrhinum majus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/gerber-daisy">,Gerber Daisy,Gerbera jamesonii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/german-violet">,German Violet,Exacum affine
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/gherkins">,Gherkins,Cucumis sativus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/ghost-leafless-orchid">,Ghost Leafless Orchid,Polyrrhiza lindenii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/ghost-plant">,Ghost Plant,Sedum weinbergii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/giant-aster">,Giant Aster,Townsendia sericea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/giant-holly-fern">,Giant Holly Fern,Ploystichum munitum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/giant-touch-me-not">,Giant Touch-Me-Not,Impatiens spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/giant-white-inch-plant">,Giant White Inch Plant,Albiflora spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/globe-thistle">,Globe Thistle,Echinops spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/gloxinia">,Gloxinia,Sinningia speciosa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/gold-bloom">,Gold Bloom,Calendula officinalis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/gold-fish-plant">,Gold-Fish Plant,Hypocyrta nummularia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/golden-bells">,Golden Bells,Oleaceae
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/golden-butterfly-palm">,Golden Butterfly Palm,Dypsis lutescens
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/golden-lace-orchid">,Golden Lace Orchid,Haemaria discolor
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/golden-shower-orchid">,Golden Shower Orchid,Oncidium sphacelatum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/good-luck-palm">,Good Luck Palm,Chamaedorea elegans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/grape-hyacinth">,Grape Hyacinth,Muscari armeniacum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/grape-ivy">,Grape Ivy,Cissus rhombifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/great-willow-herb">,Great Willow Herb,Epilobium angustifolium
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/green-ripple-peperomia">,Green Ripple Peperomia,Peperomia caperata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/greenbrier">,Greenbrier,Smilax glabra
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hagbrier">,Hagbrier,Smilax hispida
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hardy-baby-tears">,Hardy Baby Tears,Sedum album
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hardy-gloxinia">,Hardy Gloxinia,Incarvillea delavayi
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hare-fern">,Hare Fern,Davallia spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/haworthia">,Haworthia,Haworthia species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/haws">,Haws,Crataegus species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/haws-apple">,Haws Apple,Crataegus species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hawthorn">,Hawthorn,Crataegus species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hedgehog-gourd">,Hedgehog Gourd,Cucumis dipsaceus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hellfetter">,Hellfetter,Smilax hispida
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hemlock-tree">,Hemlock Tree,Tsuga species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hen-and-chickens-fern">,Hen and Chickens Fern,Asplenium bulbiferum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hens-and-chickens">,Hens and Chickens,Echeveria elegans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hibiscus">,Hibiscus,Hibiscus syriacus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hindu-rope-plant">,Hindu Rope Plant,Hoya carnosa 'krinkle kurl'
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hoary-alyssum">,Hoary Alyssum,Berteroa incana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/holligold">,Holligold,Calendula officinalis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/holly-fern">,Holly Fern,Cyrtomium falcatum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hollyhock">,Hollyhock,Alcea rosea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/honey-locust">,Honey Locust,Gleditsia triacanthos
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/honey-plant">,Honey Plant,Hoya carnosa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/honeydew-melon">,Honeydew Melon,Cucumis melo
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/honeysuckle-fuchsia">,Honeysuckle Fuchsia,Fuchsia triphylla
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hookera-pulchella">,Hookera pulchella,Dichelostemma pulchellum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hubbard-squash">,Hubbard Squash,Cucurbita maxima var. hubbard
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/hypocyrta">,Hypocyrta,Hypocyrta nummularia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/ice-plant">,Ice Plant,Lampranthus piquet
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/impatience-plant">,Impatience Plant,Impatiens spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/irish-moss">,Irish Moss,Selaginella kraussiana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/iron-tree">,Iron Tree,Ixora coccinea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/ivy-peperomia">,Ivy Peperomia,Peperomia griseoargentea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/jackson-brier">,Jackson Brier,Smilax lanceolata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/jacobs-ladder">,Jacob's Ladder,Smilax herbacea
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/japanese-aralia">,Japanese Aralia,Fatsia japonica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/japanese-holly-fern">,Japanese Holly Fern,Cyrtomium falcatum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/japanese-moss">,Japanese Moss,Selaginella kraussiana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/japanese-pittosporum">,Japanese Pittosporum,Pittosporum tobira
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/japanese-show-lily">,Japanese Show Lily,Lilium speciosum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/jasmine">,Jasmine,Jasminum species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/jewel-orchid">,Jewel Orchid,Haemaria discolor
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/josephs-coat">,Joseph's Coat,Iresine herbstii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/jungle-geranium">,Jungle Geranium,Ixora javanica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kaempferia">,Kaempferia,Kaempferia spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kahali-ginger">,Kahali Ginger,Hedychium gardnerianum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kenilworth-ivy">,Kenilworth Ivy,Cymbalaria muralis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kentia-palm">,Kentia Palm,Howea forsteriana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kenya-violet">,Kenya Violet,Saintpaulia confusa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kharoub">,Kharoub,Ceratonia siliqua
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-and-queen-fern">,King and Queen Fern,Asplenium bulbiferum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-nut">,King Nut,Carya laciniosa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/king-forest">,King of the Forest,Anoectuchilus setaceus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/kuang-yen-pa-hsieh">,Kuang-yen-pa-hsieh,Smilax glabra
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lace-flower-vine">,Lace Flower Vine,Episcia dianthiflora
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lace-orchid">,Lace Orchid,Odontoglossum crispum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/ladies-ear-drops">,Ladies Ear Drops,Fuschsia spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-lou">,Lady Lou,Episcia reptans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-palm">,Lady Palm,Rhapis flabelliformus
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lady-slipper">,Lady Slipper,Impatiens spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lagerstroemia-indica">,Lagerstroemia Indica,Lagerstroemia indica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lance-pleomele">,Lance Pleomele,Draceana spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/laurel-leaved-greenbrier">,Laurel-Leaved Greenbrier,Smilax laurifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/leather-peperomia">,Leather Peperomia,Peperomia crassifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lemon-balm">,Lemon Balm,Melissa officinalis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/leopard-lily">,Leopard Lily,Lachenalia lilacina
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/leopard-orchid">,Leopard Orchid,Dendrobium gracilicaule
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lesser-snapdragon">,Lesser Snapdragon,Antirrhinum orontium
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lily">,Lily,Lilium species
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lily-valley-orchid">,Lily of the Valley Orchid,Odontoglossum pulchellum
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/linden">,Linden,Tilia americana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/lipstick-plant">,Lipstick Plant,Aeschynanthus humilis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/little-fantasy-peperomia">,Little Fantasy Peperomia,Peperomia caperata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/little-zebra-plant">,Little Zebra Plant,Haworthia subfasciata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/living-rock-cactus">,Living Rock Cactus,Pleiospilos bolusii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/living-stones">,Living Stones,Lithops naureeniae
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/loco-weed-oxytropis-spp">,Loco Weed (Oxytropis spp.),Oxytropis spp.
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/locust-pods">,Locust Pods,Ceratonia siliqua
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/madagascar-jasmine">,Madagascar Jasmine,Stephanotis floribunda
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/magnolia-bush">,Magnolia Bush,Magnolia stellata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mahonia">,Mahonia,Mahonia aquifolium
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/majesty-palm">,Majesty Palm ,Ravenea rivularis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/malabar-gourd">,Malabar Gourd,Cucurbita ficifolia
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/malaysian-dracaena">,Malaysian Dracaena,Dracaena reflexa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/manila-palm">,Manila Palm,Veitchia merrillii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/maranta">,Maranta,Calathea insignis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/marbled-fingernail">,Marbled Fingernail,Neoregelia spectabilis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mariposa-lily">,Mariposa Lily,Calochortus gunnisonii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/maroon">,Maroon,Echeveria multicaulis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/maroon-chenille-plant">,Maroon Chenille Plant,Echeveria derenbergii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mary-bud">,Mary-Bud,Calendula officinalis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/measles-plant">,Measles Plant,Acantha
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/metallic-peperomia">,Metallic Peperomia,Peperomia caperata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-firecracker">,Mexican Firecracker,Echeveria Pulinata
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-rosettes">,Mexican Rosettes,Echevaria
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mexican-snowballs">,Mexican Snowballs,Echevaria
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-date-palm">,Miniature Date Palm,Phoenix robellinii
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-fish-tail">,Miniature Fish Tail,Chamaedorea elegans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-maranta">,Miniature Maranta,Calathea micans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/miniature-marble-plant">,Miniature Marble Plant,Neoregelia spectabilis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mistletoe-cactus">,Mistletoe Cactus,Rhipsalis cassutha
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mockernut-hickory">,Mockernut Hickory,Carya tomentosa
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/money-tree">,Money Tree,Pachira aquatica 
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mosaic-plant">,Mosaic Plant,Bertolonia mosaica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/mosaic-vase">,Mosaic Vase,Guzmania musaica
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-agate">,Moss Agate,Episcia reptans
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-campion">,Moss Campion,Silene acaulis
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-fern">,Moss Fern,Selaginella kraussiana
<a href="https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/moss-phlox">,Moss Phlox,Phlox subulata
